编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
1987,批发零售用地,泰州市,海陵区,海陵区税务桥东街地块,海陵区税务桥东街27号14室,40,协议出让,,20.2708,,2018,2018年1月,2018年1月11日,15.5,2.85,44.175,许炳华、刘桂珍、许炳森、陆涛、许炳英、马和生、孙健,,,,,,,,,,,,,,2018年2月26日,2018年3月26日
1988,公共设施用地,泰州市,泰兴市,国网江苏省电力公司泰兴市供电公司,虹桥镇府后路北侧、乐东路西侧,50,协议出让,,227.57,,2018,2018年1月,2018年1月10日,5342,1.2,6410.4,国网江苏省电力公司泰兴市供电公司,,,,,,,,,,,,,,2018年7月4日,2020年7月4日
1989,其他普通商品住房用地,泰州市,兴化市,兴化市沙沟古镇房地产开发有限公司,兴化市沙沟镇人民西路南侧,70,挂牌出让,,406,,2018,2018年1月,2018年1月10日,6940.2,1.02,7079.004,兴化市沙沟古镇房地产开发有限公司,,,,,,,,,,,,,,2018年9月26日,2020年9月26日
1990,批发零售用地,泰州市,泰兴市,泰州思元置业有限公司,滨江镇瑞祥路西侧、丰产路南侧,40,挂牌出让,,2628,,2018,2018年1月,2018年1月10日,16434,2,32868,泰州思元置业有限公司,,,,,,,,,,,,,,2019年7月10日,2022年1月10日
1991,其他普通商品住房用地,泰州市,泰兴市,泰兴富雅置业有限公司,虹桥镇长虹路西侧、红星路北侧,70,挂牌出让,,2688,,2018,2018年1月,2018年1月10日,23409,1.5,35113.5,泰兴富雅置业有限公司,,,,,,,,,,,,,,2019年7月10日,2022年1月10日
1992,批发零售用地,泰州市,泰兴市,江苏康梦尔大酒店有限公司,农产品园区粮油路东侧、纬二路南侧,40,挂牌出让,,190,,2018,2018年1月,2018年1月10日,2069,2,4138,江苏康梦尔大酒店有限公司,,,,,,,,,,,,,,2019年7月10日,2022年1月10日
1993,公共设施用地,泰州市,兴化市,泰州东鲍220千伏输变电工程,兴化市城东镇联发村,,划拨,,0,,2018,2018年1月,2018年1月10日,30800,1,30800,国网江苏省电力公司兴化市供电公司,,,,,,,,,,,,,,2018年1月30日,2020年1月30日
1994,公共设施用地,泰州市,兴化市,110KV新垛输变电工程,兴化市新垛镇丰乐村,,划拨,,0,,2018,2018年1月,2018年1月10日,4875,1,4875,国网江苏省电力公司兴化市供电公司,,,,,,,,,,,,,,2018年2月27日,2019年2月27日
1995,公共设施用地,泰州市,兴化市,泰州合陈110千伏输变电工程,兴化市合陈镇樊奚村、桂山村,,划拨,,0,,2018,2018年1月,2018年1月10日,3608,1,3608,国网江苏省电力公司兴化市供电公司,,,,,,,,,,,,,,2018年2月27日,2019年2月27日
1996,公共设施用地,泰州市,兴化市,泰州中沙110千伏输变电工程,兴化市缸顾乡缸顾村、夏广村,,划拨,,0,,2018,2018年1月,2018年1月10日,5302,1,5302,国网江苏省电力公司兴化市供电公司,,,,,,,,,,,,,,2018年2月27日,2019年2月27日
1997,医卫慈善用地,泰州市,姜堰市,淤溪镇福利院,淤溪镇淤溪村,,划拨,,0,,2018,2018年1月,2018年1月10日,2004,1,2004,泰州市姜堰区淤溪镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
1998,科教用地,泰州市,靖江市,靖江市季市镇季市中心小学,季市镇曙光村,,划拨,,0,,2018,2018年1月,2018年1月9日,23630,0.58,13705.4,靖江市季市镇中心小学,,,,,,,,,,,,,,2018年12月31日,2019年12月31日
1999,其他普通商品住房用地,泰州市,泰兴市,刘斌,泰兴市金城小区10幢502室,70,协议出让,,4.27,,2018,2018年1月,2018年1月8日,17.48,4.6,80.408,刘斌,,,,,,,,,,,,,,2018年6月5日,2018年6月5日
2000,工业用地,泰州市,泰兴市,泰兴市同创投资开发有限公司,张桥镇镇西村辛垈6组,50,挂牌出让,,613.935,,2018,2018年1月,2018年1月5日,13643,2,27286,泰兴市同创投资开发有限公司,,,,,,,,,,,,,,2019年7月5日,2021年1月5日
2001,街巷用地,泰州市,姜堰市,姜堰经济开发区区间Ⅱ、区间Ⅲ路工程,开发区军铺村,,划拨,,0,,2018,2018年1月,2018年1月5日,18318,1,18318,泰州市姜堰区鑫源建设有限公司,,,,,,,,,,,,,,2018年1月8日,2019年1月8日
2002,公路用地,泰州市,姜堰市,泰州市姜堰区陈庄路（西段）改造工程（许陆河至经十路）,开发区南石村、三舍村、军铺村、西陆村、唐宁村,,划拨,,0,,2018,2018年1月,2018年1月5日,89230,1,89230,泰州市姜堰城市建设投资发展有限公司,,,,,,,,,,,,,,2018年1月8日,2019年1月8日
2003,公路用地,泰州市,姜堰市,泰州市姜堰区科技大道南延工程项目,梁徐镇葛联村、张埭村、桥林村，开发区南石村、三舍村、西陆村,,划拨,,0,,2018,2018年1月,2018年1月5日,77142,1,77142,泰州市姜堰区鑫源建设有限公司,,,,,,,,,,,,,,2018年1月8日,2019年1月8日
2004,街巷用地,泰州市,姜堰市,姜堰经济开发区纬八路东段工程,开发区南石村,,划拨,,0,,2018,2018年1月,2018年1月5日,7792,1,7792,泰州市姜堰区鑫源建设有限公司,,,,,,,,,,,,,,2018年1月8日,2019年1月8日
2005,公共设施用地,泰州市,高港区,新建业务技术用房,高港区临港经济园临港大道189号,,划拨,,0,,2018,2018年1月,2018年1月3日,5547,1.7,9429.9,泰州市公安局高港分局,,,,,,,,,,,,,,2018年3月1日,2018年10月31日
2006,科教用地,泰州市,海陵区,泰州市大浦中心小学碧桂园分校,碧桂园社区内,,划拨,,0,,2018,2018年1月,2018年1月3日,58066,0.39,22645.74,泰州市大浦中心小学,,,,,,,,,,,,,,2018年3月1日,2018年7月31日
2007,公共设施用地,泰州市,高港区,新建业务技术用房,高港区临港经济园临港大道189号,,划拨,,0,,2018,2018年1月,2018年1月3日,5863,1.29,7563.27,泰州市公安局交通警察支队高港大队,,,,,,,,,,,,,,2018年3月1日,2018年10月31日
2008,公共设施用地,泰州市,泰兴市,国网江苏省电力有限公司泰州供电分公司,分界镇迎宾路北侧,,划拨,,0,,2018,2018年1月,2018年1月3日,3438,1.2,4125.6,国网江苏省电力有限公司泰州供电分公司,,,,,,,,,,,,,,2018年12月25日,2020年12月25日
2009,医卫慈善用地,泰州市,海陵区,碧桂园社区卫生服务中心,碧桂园社区内,,划拨,,0,,2018,2018年1月,2018年1月3日,4300,0.57,2451,泰州市第四人民医院,,,,,,,,,,,,,,2018年3月1日,2018年7月31日
2010,工业用地,泰州市,姜堰市,泰州夏北新型绿色建材科技有限公司厂房,沈高镇夏北村,50,挂牌出让,,67.3,,2018,2018年1月,2018年1月3日,2990,1.2,3588,泰州夏北新型绿色建材科技有限公司,,,,,,,,,,,,,,2018年1月30日,2019年1月30日
2011,街巷用地,泰州市,海陵区,青年南路安置区交通优化工程,泰州市泰山街道南甫社区、城南街道宝带社区及城东街道高桥村境内,,划拨,,0,,2018,2018年1月,2018年1月2日,9174,1,9174,泰州市城市建设投资集团有限公司,,,,,,,,,,,,,,2018年1月10日,2018年9月10日
2012,公共设施用地,泰州市,姜堰市,城区污水处理项目,罗塘街道城北村,,划拨,,0,,2017,2017年12,2017年12月31日,6466,1,6466,泰州市姜堰区住房和城乡建设局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2013,街巷用地,泰州市,姜堰市,长江西路工程,罗塘街道沿河村,,划拨,,0,,2017,2017年12,2017年12月31日,6011,1,6011,泰州市姜堰区交通运输局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2014,街巷用地,泰州市,姜堰市,天目路东延项目,罗塘街道城中村,,划拨,,0,,2017,2017年12,2017年12月31日,3623,1,3623,泰州市姜堰区交通运输局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2015,街巷用地,泰州市,姜堰市,体育路项目,罗塘街道沿河村,,划拨,,0,,2017,2017年12,2017年12月31日,3219,1,3219,泰州市姜堰区交通运输局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2016,公园与绿地,泰州市,高港区,春港路南侧公园与绿化用地（扬子江路东侧）,高港区扬子江路东侧、春港路南侧,,划拨,,0,,2017,2017年12,2017年12月31日,105831,1,105831,泰州市港城建设投资发展有限公司,,,,,,,,,,,,,,2018年8月30日,2019年12月30日
2017,街巷用地,泰州市,姜堰市,曙光园区道路,白米镇新华村,,划拨,,0,,2017,2017年12,2017年12月31日,1671,1,1671,泰州市姜堰区白米镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2018,公共设施用地,泰州市,姜堰市,污水处理项目（污水提升泵站）,罗塘街道通扬村,,划拨,,0,,2017,2017年12,2017年12月31日,2772,1,2772,泰州市姜堰区住房和城乡建设局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2019,街巷用地,泰州市,姜堰市,药厂路项目,罗塘街道东桥村,,划拨,,0,,2017,2017年12,2017年12月31日,2328,1,2328,泰州市姜堰区交通运输局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2020,街巷用地,泰州市,姜堰市,白米镇园区道路,白米镇新华村、蛙庄村,,划拨,,0,,2017,2017年12,2017年12月31日,2229,1,2229,泰州市姜堰区白米镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2021,科教用地,泰州市,姜堰市,蒋垛中心幼儿园项目,蒋垛镇蒋垛村,,划拨,,0,,2017,2017年12,2017年12月31日,4247,1,4247,泰州市姜堰区教育局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2022,公共设施用地,泰州市,姜堰市,白米镇文化中心项目,白米镇白米村,,划拨,,0,,2017,2017年12,2017年12月31日,3718,1,3718,泰州市姜堰区白米镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2023,公共设施用地,泰州市,姜堰市,蒋垛镇游园项目,蒋垛镇蒋垛村,,划拨,,0,,2017,2017年12,2017年12月31日,2668,1,2668,泰州市姜堰区蒋垛镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2024,公共设施用地,泰州市,姜堰市,姜堰区文体中心,罗塘街道城北村,,划拨,,0,,2017,2017年12,2017年12月31日,9288,1,9288,泰州市姜堰区体育局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2025,街巷用地,泰州市,姜堰市,道路（航道站西侧）,罗塘街道幸福村,,划拨,,0,,2017,2017年12,2017年12月31日,2114,1,2114,泰州市姜堰区罗塘街道办事处,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2026,公共设施用地,泰州市,姜堰市,蒋垛镇政法综治中心（派出所）,蒋垛镇蒋垛村,,划拨,,0,,2017,2017年12,2017年12月31日,2760,1,2760,泰州市姜堰区蒋垛镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2027,科教用地,泰州市,姜堰市,姜堰区白米中心小学,白米镇白米村,,划拨,,0,,2017,2017年12,2017年12月31日,619,1,619,泰州市姜堰区教育局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2028,公共设施用地,泰州市,姜堰市,姜堰区市场服务中心,开发区马厂村,,划拨,,0,,2017,2017年12,2017年12月31日,5667,1,5667,江苏省姜堰经济开发区管理委员会,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2029,公共设施用地,泰州市,姜堰市,大伦镇人民政府,大伦镇大伦村,,划拨,,0,,2017,2017年12,2017年12月31日,5141,1,5141,泰州市姜堰区大伦镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2030,科教用地,泰州市,姜堰市,俞垛中学项目,俞垛镇俞耿村,,划拨,,0,,2017,2017年12,2017年12月31日,4133,1,4133,泰州市姜堰区教育局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2031,公共设施用地,泰州市,姜堰市,梁徐交警中队项目,梁徐镇黄村村,,划拨,,0,,2017,2017年12,2017年12月31日,3853,1,3853,泰州市姜堰区公安局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2032,公共设施用地,泰州市,姜堰市,开发区派出所项目用地,开发区城西村、双寿村,,划拨,,0,,2017,2017年12,2017年12月31日,4000,1,4000,江苏省姜堰经济开发区管理委员会,,,,,,,,,,,,,,2018年1月10日,2020年1月10日
2033,公共设施用地,泰州市,姜堰市,姜堰区白米镇集体资产经营管理站（影剧院）,白米镇白米村,,划拨,,0,,2017,2017年12,2017年12月31日,3343,1,3343,泰州市姜堰区白米镇人民政府,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2034,公共设施用地,泰州市,姜堰市,姜堰区农机局,罗塘街道城中村,,划拨,,0,,2017,2017年12,2017年12月31日,3189,1,3189,泰州市姜堰区农业机械管理局,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2035,公共设施用地,泰州市,姜堰市,姜堰区市场服务中心（开发区陈庄路农贸市场）,开发区陈庄村,,划拨,,0,,2017,2017年12,2017年12月31日,3009,1,3009,江苏省姜堰经济开发区管理委员会,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2036,公共设施用地,泰州市,姜堰市,姜堰兴胜市场服务中心,罗塘街道城中村,,划拨,,0,,2017,2017年12,2017年12月31日,2240,1,2240,姜堰区发展和改革委员会,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2037,公共设施用地,泰州市,姜堰市,开发区污水泵站,开发区唐宁村,,划拨,,0,,2017,2017年12,2017年12月31日,2149,1,2149,江苏省姜堰经济开发区管理委员会,,,,,,,,,,,,,,2018年1月10日,2019年1月10日
2038,街巷用地,泰州市,兴化市,城市公交停车场改造项目,兴化市临城科技工业园区,,划拨,,0,,2017,2017年12,2017年12月31日,27842,1,27842,兴化市大众公共交通有限公司,,,,,,,,,,,,,,2018年3月21日,2020年3月21日
2039,工业用地,泰州市,泰兴市,泰兴市康龙机电设备有限公司,分界镇官庄村十二组,50,挂牌出让,,54.0675,,2017,2017年12,2017年12月29日,1215,2,2430,泰兴市康龙机电设备有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2040,工业用地,泰州市,泰兴市,泰兴市丽佳农牧股份有限公司,元竹镇镇北村19组,50,挂牌出让,,1417.5914,,2017,2017年12,2017年12月29日,26747,2,53494,泰兴市丽佳农牧股份有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2041,工业用地,泰州市,泰兴市,江苏济川康煦源保健品有限公司,黄桥镇西洋村村集体、西洋村西洋三组、韩庄村王韩七组,50,挂牌出让,,3267.6345,,2017,2017年12,2017年12月29日,75465,1.2,90558,江苏济川康煦源保健品有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2042,工业用地,泰州市,泰兴市,泰州德煜塑胶科技有限公司,分界镇官庄村十二组,50,挂牌出让,,350.47,,2017,2017年12,2017年12月29日,6940,2,13880,泰州德煜塑胶科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2043,工业用地,泰州市,泰兴市,泰兴市东方药用包装材料有限公司,滨江镇翻身村二组,50,挂牌出让,,69.579,,2017,2017年12,2017年12月29日,1718,2,3436,泰兴市东方药用包装材料有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2044,工业用地,泰州市,泰兴市,江苏盖德冷冻机有限公司,姚王镇新镇居委会姚庄五组,50,挂牌出让,,473.6355,,2017,2017年12,2017年12月29日,8853,2,17706,江苏盖德冷冻机有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2045,工业用地,泰州市,泰兴市,泰兴联创绝缘材料有限公司,河失镇镇集体,50,挂牌出让,,140.127,,2017,2017年12,2017年12月29日,3593,2,7186,泰兴联创绝缘材料有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2046,工业用地,泰州市,泰兴市,泰兴联创绝缘材料有限公司,河失镇镇集体,50,挂牌出让,,26.325,,2017,2017年12,2017年12月29日,675,1.2,810,泰兴联创绝缘材料有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2047,工业用地,泰州市,泰兴市,江苏北奥大路舞台艺术设计制作有限公司,新街镇杨芮村1、2组，元竹镇芮徐村17组,50,挂牌出让,,804.7188,,2017,2017年12,2017年12月29日,17532,2,35064,江苏北奥大路舞台艺术设计制作有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2048,工业用地,泰州市,泰兴市,泰兴市华东减速机制造有限公司,河失镇河头居委会河头4组,50,挂牌出让,,1002.2243,,2017,2017年12,2017年12月29日,19613,2,39226,泰兴市华东减速机制造有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2049,工业用地,泰州市,泰兴市,世纪龙扬（江苏）国际会展有限公司,新街镇杨芮村1、2组,50,挂牌出让,,890.524,,2017,2017年12,2017年12月29日,17530,2,35060,世纪龙扬（江苏）国际会展有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2050,工业用地,泰州市,泰兴市,江苏禹铭医疗科技有限公司,新街镇霍庄村6组,50,挂牌出让,,209.5428,,2017,2017年12,2017年12月29日,4259,2,8518,江苏禹铭医疗科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2051,工业用地,泰州市,泰兴市,江苏博发特橡塑新材料有限公司,新街镇杨芮村3、4组,50,挂牌出让,,547.0941,,2017,2017年12,2017年12月29日,11327,2,22654,江苏博发特橡塑新材料有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2052,工业用地,泰州市,泰兴市,泰州市中天环境科技有限公司,姚王镇王庄村盐泥六、七、八、十一组,50,挂牌出让,,1830.76,,2017,2017年12,2017年12月29日,45769,2,91538,泰州市中天环境科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2053,工业用地,泰州市,泰兴市,江苏菇本堂生物科技股份有限公司,新街镇杨芮村1、2、3组，元竹镇芮徐村17组,50,挂牌出让,,286.825,,2017,2017年12,2017年12月29日,5215,2,10430,江苏菇本堂生物科技股份有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2054,工业用地,泰州市,泰兴市,江苏百诺医疗科技有限公司,曲霞镇镇西村张匡8组,50,挂牌出让,,153.85,,2017,2017年12,2017年12月29日,3620,1.5,5430,江苏百诺医疗科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2055,工业用地,泰州市,泰兴市,泰兴市诚盛纳米科技发展有限公司,河失镇河头居委会杜庄3组,50,挂牌出让,,259.974,,2017,2017年12,2017年12月29日,6666,2,13332,泰兴市诚盛纳米科技发展有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2056,工业用地,泰州市,泰兴市,江苏拓来电子有限公司,新街镇杨芮村3、4组,50,挂牌出让,,593.3172,,2017,2017年12,2017年12月29日,12284,2,24568,江苏拓来电子有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2057,工业用地,泰州市,泰兴市,江苏汇宏电子科技有限公司,曲霞镇曲霞村10组,50,挂牌出让,,200.6095,,2017,2017年12,2017年12月29日,4409,2,8818,江苏汇宏电子科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2058,工业用地,泰州市,泰兴市,泰兴市五联染料化工有限公司,滨江镇滨江路西侧、通园路北侧,50,挂牌出让,,381.6735,,2017,2017年12,2017年12月29日,6877,2.5,17192.5,泰兴市五联染料化工有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2059,工业用地,泰州市,泰兴市,豪脉展览展示泰州有限公司,新街镇杨芮村3组,50,挂牌出让,,740.2555,,2017,2017年12,2017年12月29日,15263,2,30526,豪脉展览展示泰州有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2060,工业用地,泰州市,泰兴市,江苏孜品生物科技有限公司,姚王镇新镇居委会姚庄五组,50,挂牌出让,,478.29,,2017,2017年12,2017年12月29日,8940,2,17880,江苏孜品生物科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2061,工业用地,泰州市,泰兴市,江苏帕沃尔电气科技有限公司,姚王镇新镇居委会姚庄四、五组,50,挂牌出让,,508.571,,2017,2017年12,2017年12月29日,9506,2,19012,江苏帕沃尔电气科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2062,工业用地,泰州市,泰兴市,江苏沃鸿科技有限公司,新街镇杨芮村3、4组,50,挂牌出让,,556.2711,,2017,2017年12,2017年12月29日,11517,2,23034,江苏沃鸿科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2063,工业用地,泰州市,泰兴市,江苏中兴酒店设备有限公司,新街镇杨芮村4组,50,挂牌出让,,617.308,,2017,2017年12,2017年12月29日,12728,2,25456,江苏中兴酒店设备有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2064,工业用地,泰州市,泰兴市,江苏一鸣生物股份有限公司,济川街道向阳村北陈元组、杨桥、张岱、庄基组、村集体,50,挂牌出让,,2515.0095,,2017,2017年12,2017年12月29日,62099,2,124198,江苏一鸣生物股份有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2065,工业用地,泰州市,泰兴市,中智（泰兴）电力科技有限公司,姚王镇官沟村官西六、七、八、九组，姚王镇十里甸村甸何一、二组,50,挂牌出让,,2666.68,,2017,2017年12,2017年12月29日,66667,2.5,166667.5,中智（泰兴）电力科技有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2066,工业用地,泰州市,泰兴市,江苏健坤化学股份有限公司,滨江镇蒋榨村曹元组、常池组、蒋曹组、蒋沈组、蒋榨组、西坝组、徐庆组、扁垈组、严罗组,50,挂牌出让,,4848.12,,2017,2017年12,2017年12月29日,121203,2.5,303007.5,江苏健坤化学股份有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2067,工业用地,泰州市,泰兴市,江苏江康药业有限公司,新街镇霍庄村3、4组，元竹镇芮徐村15、16、17组,50,挂牌出让,,1065.582,,2017,2017年12,2017年12月29日,25371,2,50742,江苏江康药业有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2068,工业用地,泰州市,泰兴市,济川药业集团有限公司,济川街道办延陵村前王、后王、常庄、新桥组，滨江镇蔡桥村王庄组,50,挂牌出让,,4834.96,,2017,2017年12,2017年12月29日,120874,1.8,217573.2,济川药业集团有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2069,工业用地,泰州市,泰兴市,泰兴市成兴国有资产经营投资有限公司,滨江镇天星村村集体、东乐、三联组，蒋榨村村集体陈垡、东杨、西杨、前楼、复兴、西楼组,50,挂牌出让,,13339.28,,2017,2017年12,2017年12月29日,333482,2.5,833705,泰兴市成兴国有资产经营投资有限公司,,,,,,,,,,,,,,2019年6月29日,2020年12月29日
2070,其他普通商品住房用地,泰州市,海陵区,海陵区东风北路东侧、森园路北侧,海陵区东风北路东侧、森园路北侧,70,挂牌出让,,120100,,2017,2017年12,2017年12月27日,112726,1.93,217561.18,泰州市玉城置业有限公司,,,,,,,,,,,,,,2018年12月7日,2021年12月7日
2071,工业用地,泰州市,泰兴市,亚罗斯建材（江苏）有限公司,滨江镇红旗村民新组、陈垈组、冷岱组，济川街道大生村曹祝组、前祝组,50,挂牌出让,,371.56,,2017,2017年12,2017年12月27日,9289,2,18578,亚罗斯建材（江苏）有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2072,工业用地,泰州市,泰兴市,江苏兆胜空调有限公司,济川街道大生村曹祝组、后祝组、前祝组，滨江镇红旗村民新组、陈垈组、冷岱组,50,挂牌出让,,2025.56,,2017,2017年12,2017年12月27日,50639,2,101278,江苏兆胜空调有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2073,工业用地,泰州市,泰兴市,江苏昊冠新材料科技有限公司,滨江镇褚港村冯西组、滨江镇过船村过一组,50,挂牌出让,,1256.7152,,2017,2017年12,2017年12月27日,31184,2.5,77960,江苏昊冠新材料科技有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2074,工业用地,泰州市,泰兴市,江苏泛华传动机械有限公司,根思乡双港村居庄二组,50,挂牌出让,,79.684,,2017,2017年12,2017年12月27日,1811,2,3622,江苏泛华传动机械有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2075,工业用地,泰州市,泰兴市,泰兴瑞泰化工有限公司,滨江镇中港村棋西组,50,挂牌出让,,125.2,,2017,2017年12,2017年12月27日,3130,2.5,7825,泰兴瑞泰化工有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2076,工业用地,泰州市,泰兴市,江苏泛华传动机械有限公司,根思乡双港村居庄二组,50,挂牌出让,,26.362,,2017,2017年12,2017年12月27日,538,2,1076,江苏泛华传动机械有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2077,工业用地,泰州市,泰兴市,江苏新广生物科技有限公司,新街镇张吉村吉庄七组,50,挂牌出让,,39.52,,2017,2017年12,2017年12月27日,760,2,1520,江苏新广生物科技有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2078,工业用地,泰州市,泰兴市,江苏惠泽丰商贸有限公司,新街镇夏徐村七组,50,挂牌出让,,281.61,,2017,2017年12,2017年12月27日,6258,2,12516,江苏惠泽丰商贸有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2079,工业用地,泰州市,泰兴市,泰州奥捷起重机械有限公司,新街镇梅家庄村十组、九组,50,挂牌出让,,329.1702,,2017,2017年12,2017年12月27日,7727,2,15454,泰州奥捷起重机械有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2080,工业用地,泰州市,泰兴市,江苏苏泰门窗幕墙有限公司,姚王镇十里甸村甸何九组,50,挂牌出让,,227.6725,,2017,2017年12,2017年12月27日,5357,2,10714,江苏苏泰门窗幕墙有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2081,工业用地,泰州市,泰兴市,江苏赛勒宝科技有限公司,河失镇河头居委会十组,50,挂牌出让,,126.72,,2017,2017年12,2017年12月27日,1920,2,3840,江苏赛勒宝科技有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2082,工业用地,泰州市,泰兴市,江苏新广生物科技有限公司,新街镇张吉村吉庄七组,50,挂牌出让,,28.34,,2017,2017年12,2017年12月27日,545,2,1090,江苏新广生物科技有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2083,工业用地,泰州市,泰兴市,江苏凌海起重机有限公司,姚王镇镇集体,50,挂牌出让,,483.4,,2017,2017年12,2017年12月27日,12085,2,24170,江苏凌海起重机有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2084,工业用地,泰州市,泰兴市,泰兴市桥云信息科技有限公司,姚王镇桑木村小唐1、2、3、4组,50,挂牌出让,,153.7785,,2017,2017年12,2017年12月27日,3797,2,7594,泰兴市桥云信息科技有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2085,工业用地,泰州市,泰兴市,江苏兆胜特种空调有限公司,济川街道大生村曹祝组、后祝组、前祝组，滨江镇红旗村民新组,50,挂牌出让,,1520.92,,2017,2017年12,2017年12月27日,38023,2,76046,江苏兆胜特种空调有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2086,工业用地,泰州市,泰兴市,赢胜节能集团有限公司,济川街道办事处大生村曹祝组、后祝组、前祝组，滨江镇红旗村民新组,50,挂牌出让,,1098.84,,2017,2017年12,2017年12月27日,27471,2,54942,赢胜节能集团有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
2087,工业用地,泰州市,泰兴市,江苏泛华传动机械有限公司,根思乡双港村居庄二组,50,挂牌出让,,76.451,,2017,2017年12,2017年12月27日,1718,2,3436,江苏泛华传动机械有限公司,,,,,,,,,,,,,,2019年6月27日,2020年12月27日
